ensembl_id	ensembl_strand	ensembl_bp_start	ensembl_bp_end	transcript_biotype	HGNC	ensembl_chromosome
ENSG00000225891	-1	26789247	26793773	antisense	-	1
ENSG00000117676	1	26856252	26901521	nonsense_mediated_decay+protein_coding+retained_intron+processed_transcript	RPS6KA1	1
ENSG00000117713	1	27022524	27108595	protein_coding+retained_intron+nonsense_mediated_decay	ARID1A	1
ENSG00000060642	1	27113963	27124889	protein_coding+nonsense_mediated_decay	PIGV	1
ENSG00000204160	1	27153201	27183391	protein_coding+processed_transcript	ZDHHC18	1
ENSG00000175793	1	27189633	27190947	protein_coding	SFN	1
ENSG00000142751	-1	27205773	27216788	protein_coding+processed_transcript	GPN2	1
ENSG00000131910	-1	27237980	27240457	protein_coding	NR0B2	1
ENSG00000175707	-1	27276053	27286897	protein_coding	C1orf172	1
ENSG00000253368	1	27320198	27327147	protein_coding	TRNP1	1
ENSG00000158246	-1	27331511	27339327	protein_coding	FAM46B	1
ENSG00000090020	-1	27425306	27493472	protein_coding+processed_transcript	SLC9A1	1
ENSG00000142784	1	27561007	27635110	protein_coding+nonsense_mediated_decay+processed_transcript	WDTC1	1
ENSG00000186501	1	27648651	27662891	protein_coding+nonsense_mediated_decay+retained_intron	TMEM222	1
ENSG00000142765	1	27668513	27680421	protein_coding+nonsense_mediated_decay+processed_transcript	SYTL1	1
ENSG00000142733	-1	27681670	27693383	protein_coding+retained_intron+processed_transcript	MAP3K6	1
ENSG00000142748	-1	27695603	27701315	protein_coding+processed_transcript	FCN3	1
ENSG00000181773	1	27719148	27722318	protein_coding	GPR3	1
ENSG00000158195	-1	27730730	27816669	protein_coding	WASF2	1
ENSG00000126705	-1	27860546	27930942	protein_coding+processed_transcript	AHDC1	1
ENSG00000000938	-1	27938575	27961788	protein_coding+processed_transcript	FGR	1
ENSG00000233975	-1	27986839	27989233	lincRNA	-	1
ENSG00000126709	-1	27992572	27998729	protein_coding	IFI6	1
ENSG00000009780	1	28052490	28088475	protein_coding	FAM76A	1
ENSG00000117758	1	28099694	28150963	protein_coding+processed_transcript	STX12	1
ENSG00000117751	1	28157289	28178187	protein_coding+processed_transcript	PPP1R8	1
ENSG00000130775	1	28199055	28213196	protein_coding+processed_transcript	C1orf38	1
ENSG00000117748	-1	28218035	28241257	protein_coding	RPA2	1
ENSG00000130768	1	28261504	28285668	protein_coding+nonsense_mediated_decay+processed_transcript	SMPDL3B	1
ENSG00000158156	1	28285973	28294607	protein_coding+processed_transcript	XKR8	1
ENSG00000158161	-1	28296855	28415207	protein_coding+processed_transcript	EYA3	1
ENSG00000169403	-1	28473677	28520447	protein_coding	PTAFR	1
ENSG00000130770	1	28562620	28573417	protein_coding	ATPIF1	1
ENSG00000130766	1	28586038	28609002	protein_coding	SESN2	1
ENSG00000130772	1	28655513	28662476	processed_transcript+protein_coding	MED18	1
ENSG00000204138	1	28696114	28826881	protein_coding+processed_transcript	PHACTR4	1
ENSG00000242125	1	28832492	28837404	processed_transcript	SNHG3	1
ENSG00000180198	1	28832455	28865708	protein_coding+processed_transcript+nonsense_mediated_decay+retained_intron	RCC1	1
ENSG00000180098	1	28879597	28905051	protein_coding+processed_transcript	TRNAU1AP	1
ENSG00000197989	-1	28905050	28909495	processed_transcript	SNHG12	1
ENSG00000120656	-1	28915835	28969597	processed_transcript+protein_coding	TAF12	1
ENSG00000162419	1	28995244	29045865	protein_coding+processed_transcript	GMEB1	1
ENSG00000198492	1	29063133	29096287	processed_transcript+protein_coding	YTHDF2	1
ENSG00000116329	1	29138654	29190208	protein_coding	OPRD1	1
ENSG00000226852	1	29194087	29197779	lincRNA	-	1
ENSG00000159023	1	29213603	29446553	processed_transcript+protein_coding	EPB41	1
ENSG00000253304	-1	29445940	29450447	protein_coding	TMEM200B	1
ENSG00000116350	-1	29474255	29508499	protein_coding+processed_transcript	SRSF4	1
ENSG00000116353	-1	29519385	29557454	protein_coding+processed_transcript+nonsense_mediated_decay	MECR	1
ENSG00000060656	1	29563028	29653325	protein_coding+processed_transcript+retained_intron	PTPRU	1
ENSG00000230523	-1	29656132	29676626	processed_transcript	-	1
ENSG00000233399	-1	30486799	30510459	lincRNA	-	1
ENSG00000162510	-1	31184124	31196434	protein_coding+processed_transcript	MATN1	1
ENSG00000186056	1	31190940	31199674	antisense	-	1
ENSG00000162511	-1	31205316	31230667	protein_coding+processed_transcript	LAPTM5	1
ENSG00000235143	1	31331005	31333101	antisense	-	1
ENSG00000162512	-1	31342314	31381608	protein_coding+processed_transcript	SDC3	1
ENSG00000134644	-1	31404353	31538838	protein_coding+nonsense_mediated_decay+retained_intron+processed_transcript	PUM1	1
ENSG00000084628	-1	31652592	31712401	protein_coding+processed_transcript+retained_intron	NKAIN1	1
ENSG00000060688	-1	31732417	31769662	protein_coding+processed_transcript	SNRNP40	1
ENSG00000121766	1	31769842	31837783	protein_coding+processed_transcript	ZCCHC17	1
ENSG00000121769	-1	31838472	31849697	protein_coding+processed_transcript	FABP3	1
ENSG00000168528	1	31882412	31907525	protein_coding+processed_transcript	SERINC2	1
ENSG00000228682	1	31971841	31974167	lincRNA	-	1
ENSG00000223907	1	31984036	31989846	lincRNA	-	1
ENSG00000142910	1	32042116	32053288	processed_transcript+protein_coding	TINAGL1	1
ENSG00000121764	1	32083287	32098119	processed_transcript+protein_coding	HCRTR1	1
ENSG00000162517	-1	32095463	32110497	protein_coding+processed_transcript	PEF1	1
ENSG00000084636	-1	32117848	32169920	protein_coding+processed_transcript+retained_intron	COL16A1	1
ENSG00000121753	-1	32192718	32230494	processed_transcript+protein_coding+retained_intron	BAI2	1
ENSG00000134668	-1	32256023	32281652	protein_coding+retained_intron	SPOCD1	1
ENSG00000212673	1	32379174	32380745	protein_coding	-	1
ENSG00000184007	-1	32372022	32410457	protein_coding+retained_intron+nonsense_mediated_decay+processed_transcript	PTP4A2	1
ENSG00000121774	1	32479430	32526451	protein_coding+processed_transcript	KHDRBS1	1
ENSG00000121775	1	32537632	32568467	processed_transcript+protein_coding+nonsense_mediated_decay	TMEM39B	1
ENSG00000025800	1	32573639	32642169	protein_coding+processed_transcript	KPNA6	1
ENSG00000084652	1	32645287	32663886	protein_coding	TXLNA	1
ENSG00000160050	1	32665987	32670988	protein_coding+nonsense_mediated_decay+processed_transcript	CCDC28B	1
ENSG00000160051	1	32671236	32674288	protein_coding	IQCC	1
ENSG00000222046	1	32674695	32681797	protein_coding+retained_intron	DCDC2B	1
ENSG00000160055	-1	32680073	32687972	retained_intron+processed_transcript+nonsense_mediated_decay+protein_coding	TMEM234	1
ENSG00000084623	1	32687529	32697205	protein_coding+processed_transcript	EIF3I	1
ENSG00000220785	-1	32697259	32707221	processed_transcript+transcribed_unprocessed_pseudogene	MTMR9LP	1
ENSG00000183615	1	32712834	32714457	protein_coding	FAM167B	1
ENSG00000182866	1	32716840	32751766	protein_coding+retained_intron	LCK	1
ENSG00000116478	1	32757687	32799236	protein_coding+processed_transcript	HDAC1	1
ENSG00000175130	-1	32799433	32801980	protein_coding	MARCKSL1	1
ENSG00000225828	-1	32826871	32829879	processed_transcript	-	1
ENSG00000162526	1	32827798	32829913	protein_coding	TSSK3	1
ENSG00000160058	-1	32830704	32860332	protein_coding+nonsense_mediated_decay+processed_transcript+retained_intron	BSDC1	1
ENSG00000215897	1	32930670	32953461	protein_coding	ZBTB8B	1
ENSG00000162520	-1	33145507	33169197	protein_coding	SYNC	1
ENSG00000162522	1	33207486	33240571	protein_coding+retained_intron	KIAA1522	1
ENSG00000134684	-1	33240840	33283754	processed_transcript+protein_coding	YARS	1
ENSG00000116497	1	33282368	33324476	protein_coding+processed_transcript+retained_intron	S100PBP	1
ENSG00000160097	-1	33327869	33338083	processed_transcript+protein_coding	FNDC5	1
ENSG00000121905	1	33351595	33364042	processed_transcript+protein_coding	HPCA	1
ENSG00000121900	-1	33360195	33367039	processed_transcript+protein_coding	TMEM54	1
ENSG00000116514	-1	33402046	33430286	protein_coding	RNF19B	1
ENSG00000236065	1	33452676	33498070	processed_transcript	-	1
ENSG00000004455	-1	33473585	33546597	protein_coding+retained_intron+processed_transcript+nonsense_mediated_decay	AK2	1
ENSG00000142920	1	33546705	33586131	processed_transcript+protein_coding	ADC	1
ENSG00000116525	-1	33611003	33647671	protein_coding+nonsense_mediated_decay+processed_transcript	TRIM62	1
ENSG00000160094	1	33722146	33766320	protein_coding+processed_transcript	ZNF362	1
ENSG00000233246	1	33815953	33828846	antisense	-	1
ENSG00000134686	-1	33789224	33896653	protein_coding+processed_transcript	PHC2	1
ENSG00000121903	1	33938232	33961995	protein_coding+processed_transcript	ZSCAN20	1
ENSG00000121904	-1	33979609	34631443	nonsense_mediated_decay+processed_transcript+protein_coding	CSMD2	1
ENSG00000176256	1	34326076	34330392	protein_coding+processed_transcript	HMGB4	1
ENSG00000231163	1	34334554	34351059	antisense	-	1
ENSG00000142698	1	34632484	34684732	protein_coding	C1orf94	1
ENSG00000189280	1	35220648	35224113	protein_coding	GJB5	1
ENSG00000189433	1	35225342	35229325	protein_coding	GJB4	1
ENSG00000188910	1	35246790	35251970	protein_coding	GJB3	1
ENSG00000163866	-1	35178338	35325417	nonsense_mediated_decay+protein_coding	C1orf212	1
ENSG00000187513	1	35258599	35261348	protein_coding	GJA4	1
ENSG00000116544	-1	35331037	35395186	protein_coding+processed_transcript	DLGAP3	1
ENSG00000241014	-1	35439957	35450914	processed_transcript	-	1
ENSG00000163867	-1	35447134	35497569	nonsense_mediated_decay+processed_transcript+protein_coding	ZMYM6	1
ENSG00000197056	1	35525387	35581460	protein_coding+processed_transcript	ZMYM1	1
ENSG00000116560	-1	35641979	35658749	processed_transcript+nonsense_mediated_decay+protein_coding	SFPQ	1
ENSG00000146463	1	35734568	35887659	protein_coding+processed_transcript	ZMYM4	1
ENSG00000142687	-1	35899091	36023551	protein_coding+processed_transcript+retained_intron+nonsense_mediated_decay	KIAA0319L	1
ENSG00000020129	1	36023074	36032875	protein_coding+processed_transcript	NCDN	1
ENSG00000116819	1	36038971	36060929	protein_coding	TFAP2E	1
ENSG00000126067	-1	36067185	36107445	protein_coding	PSMB2	1
ENSG00000142686	-1	36179476	36185073	protein_coding+processed_transcript	C1orf216	1
ENSG00000092853	-1	36185819	36235568	protein_coding+processed_transcript+retained_intron	CLSPN	1
ENSG00000134698	1	36273773	36323491	protein_coding+processed_transcript	EIF2C4	1
ENSG00000092847	1	36335409	36389900	protein_coding	EIF2C1	1
ENSG00000126070	1	36396319	36522063	protein_coding+processed_transcript	EIF2C3	1
ENSG00000092850	1	36549676	36553876	protein_coding+nonsense_mediated_decay	TEKT2	1
ENSG00000116863	1	36554476	36559533	protein_coding+processed_transcript	ADPRHL2	1
ENSG00000171812	-1	36560837	36590821	protein_coding	COL8A2	1
ENSG00000054116	-1	36602173	36615098	protein_coding+processed_transcript	TRAPPC3	1
ENSG00000116871	1	36621180	36646450	protein_coding+retained_intron+processed_transcript	MAP7D1	1
ENSG00000054118	1	36690017	36770958	protein_coding+processed_transcript	THRAP3	1
ENSG00000214193	1	36771988	36790484	protein_coding+nonsense_mediated_decay+processed_transcript	SH3D21	1
ENSG00000142694	-1	36787632	36789755	protein_coding+processed_transcript	FAM176B	1
ENSG00000116883	1	36789335	36794818	protein_coding	-	1
ENSG00000196182	-1	36805225	36851497	protein_coding+processed_transcript	STK40	1
ENSG00000181817	-1	36856839	36863493	processed_transcript+protein_coding	LSM10	1
ENSG00000116898	-1	36921319	36930038	protein_coding+processed_transcript	MRPS15	1
ENSG00000119535	-1	36931644	36948879	protein_coding+retained_intron+processed_transcript	CSF3R	1
ENSG00000163873	-1	37261128	37499730	protein_coding+processed_transcript	GRIK3	1
ENSG00000233621	-1	37920480	37940012	antisense	-	1
ENSG00000163874	1	37940153	37949978	protein_coding+processed_transcript	ZC3H12A	1
ENSG00000163875	-1	37958176	37980375	protein_coding+processed_transcript	MEAF6	1
ENSG00000163877	-1	38002142	38019905	protein_coding+processed_transcript	SNIP1	1
ENSG00000163879	1	38022520	38032458	protein_coding+processed_transcript	DNALI1	1
ENSG00000134697	-1	38032417	38061540	processed_transcript+protein_coding	GNL2	1
ENSG00000169218	-1	38076951	38100595	protein_coding	RSPO1	1
ENSG00000116922	-1	38147242	38157914	protein_coding+processed_transcript	C1orf109	1
ENSG00000134690	1	38158090	38175391	protein_coding	CDCA8	1
ENSG00000183317	-1	38179552	38230805	nonsense_mediated_decay+retained_intron+processed_transcript+protein_coding	EPHA10	1
ENSG00000185090	1	38259474	38266809	protein_coding	MANEAL	1
ENSG00000233728	-1	38265392	38266551	antisense	-	1
ENSG00000196449	-1	38268616	38273857	protein_coding	YRDC	1
ENSG00000197982	1	38272651	38275126	protein_coding+processed_transcript	C1orf122	1
ENSG00000188786	-1	38279851	38325292	protein_coding+processed_transcript	MTF1	1
ENSG00000204084	-1	38326369	38412729	protein_coding+processed_transcript	INPP5B	1
ENSG00000183431	-1	38422647	38456593	protein_coding+processed_transcript	SF3A3	1
ENSG00000183386	-1	38462442	38471278	processed_transcript+protein_coding	FHL3	1
ENSG00000183520	1	38474930	38490496	processed_transcript+protein_coding	UTP11L	1
ENSG00000185668	-1	38509523	38512450	protein_coding	POU3F1	1
ENSG00000237290	-1	38674706	38680439	lincRNA	-	1
ENSG00000116954	-1	39303870	39325495	protein_coding+processed_transcript	RRAGC	1
ENSG00000214114	-1	39328636	39347289	protein_coding+processed_transcript	MYCBP	1
ENSG00000158315	-1	39351479	39407471	protein_coding	RHBDL2	1
ENSG00000174574	1	39456895	39471731	protein_coding+nonsense_mediated_decay	AKIRIN1	1
ENSG00000168653	1	39491990	39500308	protein_coding	NDUFS5	1
ENSG00000127603	1	39546988	39952789	protein_coding+retained_intron+processed_transcript+nonsense_mediated_decay	MACF1	1
ENSG00000255103	1	39876151	39882154	protein_coding	KIAA0754	1
ENSG00000183682	1	39957318	39991607	protein_coding	BMP8A	1
ENSG00000182109	-1	39987952	40011859	processed_transcript	-	1
ENSG00000163909	-1	40089825	40105617	protein_coding	HEYL	1
ENSG00000116981	-1	40124793	40137710	protein_coding	NT5C1A	1
ENSG00000116983	-1	40144320	40157361	protein_coding	HPCAL4	1
ENSG00000084072	1	40157854	40229586	protein_coding+retained_intron+nonsense_mediated_decay+processed_transcript	PPIE	1
ENSG00000116985	-1	40222854	40254533	protein_coding	BMP8B	1
ENSG00000043514	-1	40306708	40349183	protein_coding+processed_transcript	TRIT1	1
ENSG00000116990	-1	40361098	40367928	protein_coding	MYCL1	1
ENSG00000168389	1	40420802	40435638	protein_coding+processed_transcript	MFSD2A	1
ENSG00000131236	1	40505905	40538321	protein_coding+processed_transcript	CAP1	1
ENSG00000131238	-1	40538379	40563375	protein_coding+nonsense_mediated_decay+processed_transcript	PPT1	1
ENSG00000117000	1	40627045	40706593	protein_coding+processed_transcript	RLF	1
ENSG00000188800	1	40711619	40717363	processed_transcript+protein_coding	TMCO2	1
ENSG00000084073	1	40723779	40759856	protein_coding+processed_transcript+retained_intron	ZMPSTE24	1
ENSG00000049089	-1	40766159	40783488	protein_coding+retained_intron+processed_transcript	COL9A2	1
ENSG00000084070	1	40810522	40888998	protein_coding+processed_transcript	SMAP2	1
ENSG00000187801	1	40915774	40929390	retained_intron+protein_coding	ZNF643	1
ENSG00000187815	1	40942887	40962015	protein_coding+processed_transcript	ZNF642	1
ENSG00000164002	1	40974413	40982228	protein_coding+processed_transcript	DEM1	1
ENSG00000117010	1	40997233	41013841	protein_coding+processed_transcript	ZNF684	1
ENSG00000117016	-1	41086351	41131329	protein_coding	RIMS3	1
ENSG00000066136	1	41157320	41237275	retained_intron+protein_coding+processed_transcript	NFYC	1
ENSG00000117013	1	41249684	41306124	protein_coding+processed_transcript	KCNQ4	1
ENSG00000179862	-1	41326729	41328018	protein_coding	CITED4	1
ENSG00000171793	1	41445007	41478235	protein_coding+processed_transcript	CTPS	1
ENSG00000171790	-1	41481269	41488909	protein_coding	SLFNL1	1
ENSG00000010803	-1	41492872	41707826	protein_coding+processed_transcript	SCMH1	1
ENSG00000235358	1	41708045	41750533	lincRNA	-	1
ENSG00000204060	1	41827594	41849262	protein_coding	FOXO6	1
ENSG00000127129	-1	41944446	41950344	protein_coding+processed_transcript	EDN2	1
ENSG00000127124	-1	41972036	42501596	protein_coding+processed_transcript	HIVEP3	1
ENSG00000044012	1	42619092	42621495	protein_coding	GUCA2B	1
ENSG00000197273	-1	42628362	42630389	protein_coding	GUCA2A	1
ENSG00000198815	-1	42642210	42801548	protein_coding	FOXJ3	1
ENSG00000177181	1	42846466	42880850	protein_coding	RIMKLA	1
ENSG00000066185	-1	42896000	42921938	protein_coding+processed_transcript	ZMYND12	1
ENSG00000127125	1	42921788	42948411	protein_coding+processed_transcript	PPCS	1
ENSG00000186409	1	42929001	43120335	processed_transcript+nonsense_mediated_decay+retained_intron+protein_coding	CCDC30	1
ENSG00000171960	1	43124096	43142429	protein_coding+nonsense_mediated_decay	PPIH	1
ENSG00000234917	1	43144406	43147325	lincRNA	-	1
ENSG00000164007	-1	43198764	43205925	protein_coding	CLDN19	1
ENSG00000117385	-1	43212006	43232755	retained_intron+protein_coding+processed_transcript+nonsense_mediated_decay	LEPRE1	1
ENSG00000164008	1	43232940	43264127	protein_coding+processed_transcript	C1orf50	1
ENSG00000177868	-1	43272723	43282954	protein_coding+processed_transcript	CCDC23	1
ENSG00000164010	1	43282795	43310660	protein_coding+processed_transcript	ERMAP	1
ENSG00000164011	1	43312280	43318148	protein_coding	ZNF691	1
ENSG00000117394	-1	43391519	43424539	protein_coding+processed_transcript	SLC2A1	1
ENSG00000227533	1	43424720	43449029	processed_transcript	-	1
ENSG00000117395	-1	43629846	43727589	protein_coding+processed_transcript	EBNA1BP2	1
ENSG00000243710	1	43637820	43720029	protein_coding+nonsense_mediated_decay+retained_intron	WDR65	1
ENSG00000179178	1	43735665	43739673	protein_coding+processed_transcript	TMEM125	1
ENSG00000253313	-1	43747554	43751288	protein_coding	C1orf210	1
ENSG00000066056	1	43766664	43788779	protein_coding+processed_transcript	TIE1	1
ENSG00000117400	1	43803475	43818443	protein_coding	MPL	1
ENSG00000117399	1	43824599	43828874	protein_coding+processed_transcript	CDC20	1
ENSG00000066322	-1	43829068	43833697	protein_coding+processed_transcript	ELOVL1	1
ENSG00000159479	-1	43849588	43855479	protein_coding+retained_intron	MED8	1
ENSG00000223526	1	43855553	43878462	protein_coding+nonsense_mediated_decay	-	1
ENSG00000198198	1	43886428	43918321	retained_intron+protein_coding+processed_transcript	SZT2	1
