Ensembl Gene ID	Strand	Gene Start (bp)	Gene End (bp)	Gene Biotype	HGNC symbol	Chromosome Name
ENSG00000212049	1	39364781	39364891	miRNA		13
ENSG00000270824	-1	21215823	21215845	IG_D_gene	IGHD5OR15-5B	15
ENSG00000225350	-1	39395935	39401707	antisense	FREM2-AS1	13
ENSG00000225221	1	39476524	39476787	pseudogene	PLA2G12AP2	13
ENSG00000270451	-1	21216780	21216798	IG_D_gene	IGHD4OR15-4B	15
ENSG00000235550	-1	39496864	39510336	pseudogene	ANKRD26P2	13
ENSG00000223822	1	24762579	24763317	pseudogene	EEF1A1P1	21
ENSG00000271255	-1	21217888	21217918	IG_D_gene	IGHD3OR15-3B	15
ENSG00000214823	-1	39743773	39744088	pseudogene	NXT1P1	13
ENSG00000271305	-1	21220377	21220407	IG_D_gene	IGHD2OR15-2B	15
ENSG00000238408	-1	40021252	40021353	snoRNA		13
ENSG00000216014	1	40226715	40226806	miRNA		13
ENSG00000264171	-1	40238171	40238272	miRNA	MIR4305	13
ENSG00000237569	-1	24779978	24781448	pseudogene	TUBAP	21
ENSG00000200526	-1	40359552	40359647	misc_RNA	RNY4P14	13
ENSG00000224351	-1	40391878	40392186	pseudogene	CDKN2AIPNLP3	13
ENSG00000138593	-1	49280673	49338760	protein_coding	SECISBP2L	15
ENSG00000270444	-1	40430847	40431231	pseudogene	AZU1P1	13
ENSG00000212553	-1	40431272	40431364	snoRNA		13
ENSG00000270185	-1	21223129	21223145	IG_D_gene	IGHD1OR15-1B	15
ENSG00000230710	1	40755946	40763165	lincRNA	LINC00332	13
ENSG00000271429	-1	40798762	40798999	pseudogene	RPL17P51	13
ENSG00000207458	1	40800964	40801069	misc_RNA	RNY3P9	13
ENSG00000268531	1	22011370	22012050	protein_coding		15
ENSG00000230058	-1	40918094	40924440	lincRNA		13
ENSG00000252812	-1	40981259	40981577	misc_RNA	RN7SKP2	13
ENSG00000215483	-1	41025131	41055143	lincRNA	LINC00598	13
ENSG00000229456	1	41192875	41195485	pseudogene	RLIMP1	13
ENSG00000211491	-1	41301964	41302011	miRNA	MIR320D1	13
ENSG00000207652	1	41384902	41384997	miRNA	MIR621	13
ENSG00000168852	-1	41396432	41495890	pseudogene	TPTE2P5	13
ENSG00000233917	-1	22051853	22083227	protein_coding	POTEB	15
ENSG00000166157	-1	10906201	11029719	protein_coding	TPTE	21
ENSG00000176268	-1	41437735	41438038	pseudogene	CYCSP34	13
ENSG00000239827	-1	41482295	41495910	pseudogene	SUGT1P3	13
ENSG00000229473	-1	41566915	41567467	pseudogene	RGS17P1	13
ENSG00000264226	-1	41675155	41675236	miRNA	MIR3168	13
ENSG00000199698	-1	24804501	24804602	misc_RNA		21
ENSG00000244264	1	41696012	41696305	misc_RNA	RN7SL597P	13
ENSG00000227716	1	24849960	24863043	lincRNA		21
ENSG00000215482	-1	41744836	41745284	pseudogene	CALM2P3	13
ENSG00000231986	-1	25261114	25262857	lincRNA		21
ENSG00000238651	-1	41754117	41754223	snoRNA		13
ENSG00000225133	-1	41773968	41774943	pseudogene	MORF4L1P4	13
ENSG00000235564	-1	25333220	25339588	lincRNA		21
ENSG00000231404	-1	41861877	41862456	pseudogene	RAC1P3	13
ENSG00000226996	1	25415572	25422601	lincRNA		21
ENSG00000264695	1	22069339	22071044	lincRNA		18
ENSG00000223280	-1	41928693	41928795	snRNA	RNU6-57P	13
ENSG00000224018	-1	25527484	25560655	lincRNA		21
ENSG00000266489	-1	22096847	22097970	lincRNA		18
ENSG00000214222	-1	41958909	41959319	pseudogene	TUBBP2	13
ENSG00000224832	-1	25676863	25693690	lincRNA		21
ENSG00000266181	-1	22102237	22102883	pseudogene		18
ENSG00000205240	-1	42005425	42006446	pseudogene	OR7E36P	13
ENSG00000237484	1	25801054	25920256	lincRNA		21
ENSG00000265485	1	22208146	22242162	lincRNA		18
ENSG00000234655	-1	42013952	42015035	pseudogene	OR7E155P	13
ENSG00000263553	1	22253127	22254312	lincRNA		18
ENSG00000266520	-1	22265736	22266315	pseudogene	RAC1P1	18
ENSG00000215480	1	42016906	42017786	pseudogene	OR7E37P	13
ENSG00000266809	-1	22269878	22270125	pseudogene		18
ENSG00000263907	1	42019427	42019503	miRNA		13
ENSG00000266573	1	22305745	22509040	lincRNA		18
ENSG00000263928	-1	42020193	42020261	miRNA		13
ENSG00000264042	1	42024148	42024235	miRNA		13
ENSG00000264190	-1	42142422	42142531	miRNA	MIR5006	13
ENSG00000241406	1	42381813	42382108	misc_RNA	RN7SL515P	13
ENSG00000206962	1	42479254	42479360	snRNA	RNU6-74P	13
ENSG00000264345	-1	22513451	22567646	lincRNA		18
ENSG00000229696	1	42499734	42501485	pseudogene	KARSP1	13
ENSG00000229248	-1	22596398	22597168	pseudogene	WBP2P1	18
ENSG00000226093	1	42577566	42577773	pseudogene	RPS28P8	13
ENSG00000231530	-1	42617863	42618383	antisense		13
ENSG00000265552	1	22635564	22636724	lincRNA		18
ENSG00000237263	-1	42643068	42645229	pseudogene	MAPK6PS3	13
ENSG00000264434	1	22882090	22882920	antisense		18
ENSG00000265679	-1	42747126	42747223	miRNA		13
ENSG00000242216	-1	23398200	23398496	misc_RNA	RN7SL97P	18
ENSG00000270809	-1	42755601	42756057	pseudogene	CHCHD2P11	13
ENSG00000264193	-1	23533180	23533432	pseudogene		18
ENSG00000234213	1	42830009	42830711	pseudogene	FHP1	13
ENSG00000243925	1	23678803	23679190	pseudogene	RPS24P18	18
ENSG00000233259	-1	42943374	42943793	pseudogene	FABP3P2	13
ENSG00000188985	-1	23749724	23751313	pseudogene	DHFRP1	18
ENSG00000271216	-1	43384502	43386698	lincRNA	LINC01050	13
ENSG00000229546	-1	43416550	43417023	lincRNA	LINC00428	13
ENSG00000266227	1	23784833	23785868	pseudogene	NPM1P2	18
ENSG00000238025	1	43507994	43509028	pseudogene	ZDHHC4P1	13
ENSG00000256715	-1	14741931	14745386	protein_coding		21
ENSG00000263829	-1	23835662	23836319	pseudogene	FAM60BP	18
ENSG00000229928	1	43732767	43733602	lincRNA	LINC00400	13
ENSG00000232540	1	43968661	43968961	pseudogene	RPL36P19	13
ENSG00000266237	1	23845973	23847373	sense_intronic		18
ENSG00000238189	1	44032601	44033259	lincRNA	ENOX1-AS2	13
ENSG00000252921	-1	23879079	23879219	snoRNA		18
ENSG00000233821	1	44118054	44122192	lincRNA	ENOX1-AS1	13
ENSG00000264911	1	23928311	23928968	pseudogene		18
ENSG00000270522	1	44361727	44361988	lincRNA		13
ENSG00000207160	-1	23946265	23946370	snRNA	RNU6-1289P	18
ENSG00000263862	1	24002959	24006065	lincRNA		18
ENSG00000166351	1	14982498	15013906	protein_coding	POTED	21
ENSG00000252846	-1	24166678	24166762	miRNA		18
ENSG00000233725	1	44482850	44604597	lincRNA	LINC00284	13
ENSG00000263846	1	24179372	24180302	pseudogene	CIAPIN1P	18
ENSG00000269011	-1	15051621	15053459	protein_coding		21
ENSG00000260372	1	24235706	24770662	antisense	AQP4-AS1	18
ENSG00000179611	1	44542560	44545335	pseudogene	DGKZP1	13
ENSG00000168675	1	13217497	13652754	protein_coding	LDLRAD4	18
ENSG00000226519	-1	44680514	44711372	lincRNA	LINC00390	13
ENSG00000227258	1	44716682	44813010	antisense	SMIM2-AS1	13
ENSG00000265369	-1	24267585	24283602	lincRNA		18
ENSG00000235285	-1	44720606	44732358	sense_intronic	SMIM2-IT1	13
ENSG00000263677	1	24268075	24269632	lincRNA		18
ENSG00000230731	-1	44808254	44817328	lincRNA		13
ENSG00000263382	-1	24402777	24403943	lincRNA		18
ENSG00000237361	-1	44974386	44980120	lincRNA	LINC01071	13
ENSG00000266184	-1	24411484	24412396	pseudogene		18
ENSG00000266549	-1	24532165	24532522	pseudogene		18
ENSG00000225727	1	45011343	45026963	pseudogene		13
ENSG00000265374	1	24805706	24827152	lincRNA		18
ENSG00000230793	1	45168994	45170218	pseudogene	SMARCE1P5	13
ENSG00000188992	-1	15481134	15583166	protein_coding	LIPI	21
ENSG00000238932	-1	45202705	45202809	snoRNA		13
ENSG00000237585	1	45225948	45275152	lincRNA	LINC00407	13
ENSG00000235097	-1	45373639	45383766	lincRNA	LINC00330	13
ENSG00000223732	-1	45556212	45657260	lincRNA		13
ENSG00000265802	1	45576285	45576580	misc_RNA	RN7SL49P	13
ENSG00000223341	1	45634864	45635221	misc_RNA	RN7SKP3	13
ENSG00000271818	1	45697228	45697549	misc_RNA		13
ENSG00000252055	-1	45711997	45712100	snRNA	RNU6-69P	13
ENSG00000270381	1	45837825	45838050	pseudogene		13
ENSG00000221163	-1	45874149	45874235	miRNA		13
ENSG00000253051	-1	45910449	45910582	snoRNA		13
ENSG00000199477	-1	45911615	45911744	snoRNA	SNORA31	13
ENSG00000273149	1	45914174	45915318	antisense		13
ENSG00000185272	1	15588451	15600693	protein_coding	RBM11	21
ENSG00000182974	1	22368478	22369561	protein_coding	OR4M2	15
ENSG00000226983	1	26212864	26430059	lincRNA		21
ENSG00000183706	1	22382382	22383507	protein_coding	OR4N4	15
ENSG00000170919	1	45915480	45965872	antisense	TPT1-AS1	13
ENSG00000227090	-1	26258990	26275070	lincRNA		21
ENSG00000230379	-1	26310745	26365129	lincRNA		21
ENSG00000270505	-1	22448382	22448819	IG_V_gene	IGHV1OR15-1	15
ENSG00000269182	1	22456895	22460351	protein_coding		15
ENSG00000259261	-1	22472918	22473353	IG_V_gene	IGHV4OR15-8	15
ENSG00000237444	-1	26403318	26403842	pseudogene		21
ENSG00000244278	1	26427848	26442219	lincRNA		21
ENSG00000155304	-1	15743436	15755805	protein_coding	HSPA13	21
ENSG00000228886	1	45924458	45925485	lincRNA		13
ENSG00000214455	-1	45964486	45965402	pseudogene	RCN1P2	13
ENSG00000251015	1	45992297	45994506	lincRNA	SLC25A30-AS1	13
ENSG00000229303	1	46010256	46010795	pseudogene	PPIAP25	13
ENSG00000200709	-1	46125620	46125738	rRNA	RNA5SP27	13
ENSG00000197414	1	22736246	22746002	protein_coding	GOLGA6L1	15
ENSG00000232786	-1	46126998	46127271	pseudogene	TIMM9P3	13
ENSG00000228869	1	46245980	46246526	pseudogene	COX4I1P2	13
ENSG00000235366	-1	46255225	46256554	antisense	LINC01055	13
ENSG00000232512	1	26467335	26475983	lincRNA		21
ENSG00000237876	-1	46261683	46262604	pseudogene	AKR1B1P4	13
ENSG00000223870	1	26499782	26507561	lincRNA		21
ENSG00000235903	1	46626941	46687467	antisense	CPB2-AS1	13
ENSG00000222042	-1	26541745	26706139	lincRNA		21
ENSG00000238627	1	26574521	26574629	rRNA	RNA5SP489	21
ENSG00000240767	-1	46743594	46743883	misc_RNA	RN7SL288P	13
ENSG00000238483	-1	46809805	46809908	snoRNA		13
ENSG00000252854	1	46824077	46824348	misc_RNA	RN7SKP5	13
ENSG00000251106	1	46844212	46844752	pseudogene	FAM206BP	13
ENSG00000261097	-1	46870580	46871979	lincRNA	LINC00563	13
ENSG00000223336	-1	46948536	46948725	snRNA	RNU2-6P	13
ENSG00000252385	1	46984589	46984692	snRNA	RNU6-68P	13
ENSG00000166200	-1	49398268	49447858	protein_coding	COPS2	15
ENSG00000155307	-1	15857549	15955723	protein_coding	SAMSN1	21
ENSG00000241353	-1	46917102	47012325	pseudogene	PPP1R2P4	13
ENSG00000243440	-1	15964251	16031142	protein_coding		21
ENSG00000231817	-1	47029270	47060641	lincRNA		13
ENSG00000227019	1	47034744	47035256	pseudogene	OR7E101P	13
ENSG00000205105	1	47064997	47065397	pseudogene	COX17P1	13
ENSG00000230243	1	47079253	47079571	pseudogene	FKBP1AP3	13
ENSG00000224517	1	47426278	47430434	antisense	HTR2A-AS1	13
ENSG00000234590	1	47881217	47881436	pseudogene	GNG5P5	13
ENSG00000244521	-1	48033078	48033369	misc_RNA	RN7SL700P	13
ENSG00000234145	1	48337595	48338741	pseudogene	NAP1L4P3	13
ENSG00000229423	-1	48340775	48341220	pseudogene	RPL27AP8	13
ENSG00000228573	-1	48399465	48410091	lincRNA		13
ENSG00000153575	1	22833395	22873892	protein_coding	TUBGCP5	15
ENSG00000234689	-1	48479464	48481492	lincRNA	LINC00444	13
ENSG00000260388	-1	48504290	48506757	lincRNA	LINC00562	13
ENSG00000227848	1	48575525	48576688	antisense	SUCLA2-AS1	13
ENSG00000229111	1	48651273	48654127	antisense	MED4-AS1	13
ENSG00000224510	-1	48708494	48708670	pseudogene	POLR2KP2	13
ENSG00000231473	-1	48870649	48877797	lincRNA	LINC00441	13
ENSG00000264151	-1	24916343	25175128	lincRNA		18
ENSG00000238086	-1	48890999	48894611	pseudogene	PPP1R26P1	13
ENSG00000177197	-1	48902220	48902700	pseudogene	PCNPP5	13
ENSG00000233456	-1	49144775	49147453	lincRNA	LINC01077	13
ENSG00000180530	-1	16333556	16437321	protein_coding	NRIP1	21
ENSG00000233610	-1	49151110	49152224	lincRNA	LINC00462	13
ENSG00000264790	1	24923216	24926074	lincRNA		18
ENSG00000222391	-1	49326225	49326292	miRNA		13
ENSG00000225131	1	49345264	49345965	pseudogene	PSME2P2	13
ENSG00000244329	-1	24935370	24935728	pseudogene	UBA52P9	18
ENSG00000265585	-1	49504256	49504348	miRNA		13
ENSG00000201662	1	49562051	49562153	snRNA	RNU6-60P	13
ENSG00000263611	1	24977916	24981868	lincRNA		18
ENSG00000223724	-1	49618215	49620930	pseudogene	RAD17P2	13
ENSG00000265097	-1	24998848	25000399	pseudogene	RBM22P1	18
ENSG00000199788	1	49669527	49669628	misc_RNA	RNY3P2	13
ENSG00000235957	-1	49761615	49761806	pseudogene	COX7CP1	13
ENSG00000263405	-1	25032478	25033621	pseudogene	PA2G4P3	18
ENSG00000231665	-1	49784558	49786430	pseudogene	OGFOD1P1	13
ENSG00000227279	1	25534483	25543651	antisense		18
ENSG00000236577	1	50063106	50063500	pseudogene	SNRPGP14	13
ENSG00000137824	-1	41028082	41048049	protein_coding	RMDN3	15
ENSG00000266296	1	26231696	26233172	pseudogene	ARIH2P1	18
ENSG00000176882	1	50194450	50194784	pseudogene		13
ENSG00000265994	1	26365032	26369224	lincRNA		18
ENSG00000203547	1	50243040	50243254	pseudogene		13
ENSG00000271238	-1	26404616	26404790	pseudogene		18
ENSG00000222148	-1	50463770	50463864	misc_RNA	RNY4P30	13
ENSG00000181358	1	50464727	50467134	pseudogene	CTAGE10P	13
ENSG00000251719	1	26628584	26628683	snRNA	RNU6-408P	18
ENSG00000265730	-1	26675539	26675643	miRNA		18
ENSG00000200064	-1	50482770	50482866	misc_RNA	RNY4P9	13
ENSG00000212085	-1	26776406	26776492	miRNA		18
ENSG00000264526	-1	50526670	50526750	miRNA		13
ENSG00000264864	-1	50570551	50570637	miRNA	MIR3613	13
ENSG00000266479	-1	26836782	26837025	pseudogene		18
ENSG00000259458	-1	62929371	62937490	protein_coding		15
ENSG00000265980	-1	26858474	26941928	lincRNA		18
ENSG00000221731	1	27063293	27063388	miRNA		18
ENSG00000264587	1	27098224	27128206	lincRNA		18
ENSG00000266196	1	28293241	28294252	lincRNA		18
ENSG00000265670	-1	28534786	28560883	lincRNA		18
ENSG00000251702	1	28564072	28564181	snRNA	RNU6-857P	18
ENSG00000261521	-1	28638806	28639359	lincRNA		18
ENSG00000231607	-1	50601269	50699856	processed_transcript	DLEU2	13
ENSG00000238376	1	28652470	28652573	snoRNA		18
ENSG00000238660	1	26711319	26711413	miRNA		21
ENSG00000265888	1	28681551	28742752	antisense		18
ENSG00000213885	1	26734135	26734745	pseudogene	RPL13AP7	21
ENSG00000263698	1	28711419	28712457	antisense		18
ENSG00000185433	-1	26758133	26804013	lincRNA	LINC00158	21
ENSG00000266729	-1	28923331	29006951	antisense		18
ENSG00000238314	-1	26842421	26842513	snoRNA		21
ENSG00000229962	-1	26887785	26890650	lincRNA		21
ENSG00000208006	-1	50623109	50623197	miRNA	MIR16-1	13
ENSG00000207019	-1	28925325	28925430	snRNA	RNU6-167P	18
ENSG00000214359	1	50673467	50674004	pseudogene	RPL18P10	13
ENSG00000234883	1	26934221	26947480	lincRNA	MIR155HG	21
ENSG00000207240	1	28962280	28962393	misc_RNA		18
ENSG00000266521	-1	29076608	29077158	lincRNA		18
ENSG00000232150	1	50746225	50747317	pseudogene	ST13P4	13
ENSG00000260583	-1	26955082	26955638	antisense	LINC00515	21
ENSG00000264859	-1	29122109	29136874	antisense		18
ENSG00000237731	1	27015801	27016528	pseudogene	RNGTTP1	21
ENSG00000223676	-1	50935546	50935899	pseudogene	RPL34P26	13
ENSG00000227054	1	27064492	27064866	pseudogene	FDX1P2	21
ENSG00000252379	-1	29249252	29249341	snRNA	RNU6-1002P	18
ENSG00000221198	-1	50937284	50937373	miRNA		13
ENSG00000235514	-1	27135249	27135644	pseudogene		21
ENSG00000229323	-1	51095069	51101585	lincRNA		13
ENSG00000259985	1	29265618	29266786	antisense		18
ENSG00000200472	1	29298856	29299171	misc_RNA	RN7SKP44	18
ENSG00000137880	1	41056218	41059906	protein_coding	GCHFR	15
ENSG00000265158	1	29304161	29306919	pseudogene	LRRC37A7P	18
ENSG00000233783	1	27306373	27315001	processed_transcript		21
ENSG00000263772	-1	29306006	29306360	pseudogene		18
ENSG00000237152	1	51381992	51423190	antisense	DLEU7-AS1	13
ENSG00000251972	-1	27315359	27315460	snRNA	RNU6-123P	21
ENSG00000263924	1	29424351	29425141	antisense		18
ENSG00000200711	-1	51387124	51387242	rRNA	RNA5SP28	13
ENSG00000224541	1	27530409	27548142	antisense		21
ENSG00000270518	1	29462583	29462865	pseudogene		18
ENSG00000270879	1	29464821	29465106	pseudogene		18
ENSG00000273492	1	27543189	27589700	lincRNA		21
ENSG00000222320	1	29517496	29517602	snRNA	RNU6-1050P	18
ENSG00000233672	-1	51450822	51484848	antisense	RNASEH2B-AS1	13
ENSG00000263823	1	29522538	29524119	antisense		18
ENSG00000206802	1	27563026	27563132	snRNA	RNU6-926P	21
ENSG00000265273	1	29542141	29543581	pseudogene	PGDP1	18
ENSG00000229025	-1	27722099	27722953	lincRNA		21
ENSG00000266105	1	29546923	29547508	pseudogene		18
ENSG00000232692	1	27750871	27844017	antisense		21
ENSG00000263917	1	29598792	29691742	processed_transcript		18
ENSG00000265063	-1	29640868	29640952	miRNA		18
ENSG00000214917	-1	29655848	29656235	pseudogene		18
ENSG00000265008	-1	29671258	29672082	antisense		18
ENSG00000238982	1	29674467	29674569	snoRNA		18
ENSG00000263393	-1	29702363	29704441	antisense		18
ENSG00000199373	-1	29756013	29756131	rRNA	RNA5SP453	18
ENSG00000265279	-1	29775989	29776929	pseudogene		18
ENSG00000263904	-1	29825909	29828995	sense_intronic		18
ENSG00000222395	-1	29843098	29843201	misc_RNA		18
ENSG00000264982	1	29867400	29870303	antisense		18
ENSG00000215492	-1	29991471	29993167	pseudogene	HNRNPA1P7	18
ENSG00000260389	1	30091626	30094597	pseudogene	WBP11P1	18
ENSG00000104129	-1	41060067	41099675	protein_coding	DNAJC17	15
ENSG00000221621	1	30106105	30106185	miRNA		18
ENSG00000177150	-1	13663346	13726662	protein_coding	FAM210A	18
ENSG00000263688	1	30161491	30162791	lincRNA		18
ENSG00000123201	-1	51568647	51654998	pseudogene	GUCY1B2	13
ENSG00000155313	1	17102344	17252377	protein_coding	USP25	21
ENSG00000197934	1	27765954	27941571	antisense		21
ENSG00000273115	-1	27832222	27832533	lincRNA		21
ENSG00000223563	1	28261695	28312061	antisense		21
ENSG00000266133	1	28326280	28326362	miRNA	MIR4759	21
ENSG00000215326	-1	28515663	28516268	pseudogene	GPX1P2	21
ENSG00000231236	-1	28731204	28820898	lincRNA		21
ENSG00000236332	1	28733483	28768106	lincRNA		21
ENSG00000222920	-1	51601883	51601988	rRNA	RNA5SP29	13
ENSG00000226792	-1	51656984	51746524	lincRNA	LINC00371	13
ENSG00000214878	-1	51735859	51736493	pseudogene	RPL5P31	13
ENSG00000271242	1	51770017	51770217	pseudogene	SLMO2P2	13
ENSG00000266072	-1	51922703	51922775	miRNA	MIR5693	13
ENSG00000269965	-1	51935701	51936371	sense_intronic		13
ENSG00000270101	-1	51936795	51937579	sense_intronic		13
ENSG00000101638	-1	44259081	44339220	protein_coding	ST8SIA5	18
ENSG00000236778	1	52026503	52126500	antisense	INTS6-AS1	13
ENSG00000232560	1	18811208	18821503	protein_coding	C21orf37	21
ENSG00000224892	1	52028300	52035451	pseudogene	RPS4XP16	13
ENSG00000243900	1	52043886	52044181	misc_RNA	RN7SL320P	13
ENSG00000229906	-1	52070156	52070387	pseudogene	SNRPGP11	13
ENSG00000266611	1	52126725	52126803	miRNA	MIR4703	13
ENSG00000252141	1	52139548	52139645	snRNA	RNU6-65P	13
ENSG00000206920	-1	52160560	52160668	misc_RNA	RNY1P6	13
ENSG00000242893	-1	52168057	52168351	misc_RNA	RN7SL413P	13
ENSG00000224451	1	52172552	52173596	pseudogene	ATP5F1P1	13
ENSG00000231856	1	52378433	52387356	antisense		13
ENSG00000232872	-1	52482354	52484757	pseudogene	CTAGE3P	13
ENSG00000236044	1	52540878	52541285	pseudogene	FABP5P2	13
ENSG00000217576	-1	52741844	52865692	processed_transcript		13
ENSG00000154639	1	18884700	18965897	protein_coding	CXADR	21
ENSG00000243406	-1	52741844	52768600	pseudogene	MRPS31P5	13
ENSG00000101654	1	13726659	13764557	protein_coding	RNMT	18
ENSG00000078043	-1	44388353	44500123	protein_coding	PIAS2	18
ENSG00000272281	-1	52793479	52908412	pseudogene	TPTE2P2	13
ENSG00000156958	1	49447853	49660066	protein_coding	GALK2	15
ENSG00000154640	-1	18965971	18985265	protein_coding	BTG3	21
ENSG00000233300	-1	28739333	28740266	pseudogene	EIF4A1P1	21
ENSG00000271236	1	41052795	41053072	pseudogene	SUMO2P15	15
ENSG00000217026	-1	28792699	28793342	pseudogene	RPL10P1	21
ENSG00000219592	1	28864437	28864580	pseudogene	NCSTNP1	21
ENSG00000234052	1	29011012	29025810	lincRNA		21
ENSG00000261183	-1	41128006	41136585	antisense		15
ENSG00000188277	1	41062159	41064643	protein_coding	C15orf62	15
ENSG00000249139	-1	44165625	44176065	protein_coding	EPPIN-WFDC6	20
ENSG00000225298	1	29094698	29123552	lincRNA	LINC00113	21
ENSG00000264256	1	41167511	41167608	miRNA		15
ENSG00000251161	1	41199009	41201540	lincRNA		15
ENSG00000234083	1	29327240	29357614	lincRNA		21
ENSG00000259405	-1	41240934	41241067	pseudogene	ISCA1P4	15
ENSG00000178457	1	29385682	29395552	lincRNA	LINC00314	21
ENSG00000259617	1	41291472	41297063	antisense		15
ENSG00000259463	1	41303795	41305498	antisense		15
ENSG00000232079	1	29420733	29509930	processed_transcript		21
ENSG00000259521	1	41309005	41320091	antisense		15
ENSG00000259547	1	41401076	41401376	pseudogene	CYCSP2	15
ENSG00000158901	-1	44179792	44207965	protein_coding	WFDC8	20
ENSG00000140416	1	63334831	63364114	protein_coding	TPM1	15
ENSG00000157021	1	41455360	41456572	pseudogene	FAM92A1P1	15
ENSG00000240847	-1	41484165	41484463	misc_RNA	RN7SL497P	15
ENSG00000180205	-1	44236578	44259907	protein_coding	WFDC9	20
ENSG00000154642	-1	19161284	19191703	protein_coding	C21orf91	21
ENSG00000247556	1	41576188	41601901	processed_transcript	OIP5-AS1	15
ENSG00000243355	1	30359002	30359249	pseudogene		18
ENSG00000263765	1	30413417	30518280	antisense		18
ENSG00000263450	1	30534039	30537962	antisense		18
ENSG00000267642	-1	31132087	31158151	lincRNA		18
ENSG00000199204	-1	31581662	31581763	misc_RNA		18
ENSG00000267746	1	31802929	31804725	antisense		18
ENSG00000267585	-1	32153951	32154487	pseudogene		18
ENSG00000268873	-1	32317759	32347627	antisense		18
ENSG00000221409	-1	32399910	32399995	miRNA		18
ENSG00000268573	-1	32860831	32870165	lincRNA		18
ENSG00000257267	1	32870246	32890730	pseudogene	ZNF271	18
ENSG00000239683	-1	32963318	32963989	pseudogene		18
ENSG00000267583	-1	33023833	33047052	lincRNA		18
ENSG00000266965	1	33175865	33177563	sense_intronic		18
ENSG00000267397	1	33296334	33297942	lincRNA		18
ENSG00000140577	1	91073157	91188577	protein_coding	CRTC3	15
ENSG00000267797	1	33421723	33422581	pseudogene	NRBF2P1	18
ENSG00000207797	-1	33484781	33484889	miRNA	MIR187	18
ENSG00000265641	-1	33514051	33514105	miRNA	MIR3929	18
ENSG00000166140	1	41099284	41106767	protein_coding	ZFYVE19	15
